NCR Registration No,Full Name,Trading Name,Legal Registration No,Phone,Fax,Physical Address,Town,Final Registration Date,Status
NCRCP18770,GLOBAL LOANS (PTY) LTD,THE WALLET,2023/954780/07,073 612 0512,,Erf 1805 17 Van Riebeeck Street KAREEDOUW 6400,KAREEDOUW,12/8/2023,Registered!
NCRCP18772,NYATHI FINANCIAL SERVICES (PTY) LTD,,2022/673536/07,  ,,No 84 Fredericks Street Samwu House Johannesburg 2000,Johannesburg,1/17/2024,Registered!
NCRCP18773,HLELELWE GROUP (PTY) LTD,HLELELWE GROUP FINANCIAL SERVICES,2021/604244/07,073 854 4384,,32 Nile Road Scottville Ext Pietermaritzburg 3201,Pietermaritzburg,1/17/2024,Registered!
NCRCP18774,MYNEXUS (PTY) LTD,,2012/186003/07,083 453 6607,,11 Vorster Place Bedfordview 2007,Bedfordview,1/15/2024,Registered!
NCRCP18775,C A FINANCE (PTY) LTD,,2022/835041/07,083 296 8842,,100 Athol Street Highlands North Johannesburg 2000,Johannesburg,1/18/2024,Registered!
NCRCP18776,AAI TRADE AND INVESTMENT (PTY) LTD,,2023/909952/07,078 814 3789,,197 Langalibalele Street 37 Perks Arcarde Building Pietermaritzburg 3200,Pietermaritzburg,1/14/2024,Registered!
NCRCP18777,PHIWO KUHLE CASH LOANS AND PROJECT (PTY) LTD,,2023/917000/07,071 507 0921,,Stand No M2 6692 Motetema Dikataneng Groblersdal 0473,Groblersdal,1/16/2024,Registered!
NCRCP18778,BASIE MAGNUS TRUST,,IT245/2010(B),051 430 2300,,C/O R64 and Valencia Road Waterbron BLOEMFONTEIN 9301,BLOEMFONTEIN,1/22/2024,Registered!
NCRCP20962,SENZOKUHLE FINANCE SOLUTIONS (PTY) LTD,,2024/271702/07,  ,,"E130 NCO Mess, AFB Waterkloof Solomon Mahlangu Drive Centurion 0046",Centurion,1/6/2025,Registered!
NCRCP20963,HABILE QUICK CASH LOAN PTY) LTD,,2024/101815/07,063 086 9119,,123 Mary Moodley Street Tamboville BENONI 1500,BENONI,1/7/2025,Registered!
NCRCP20964,NOZANI BUSINESS ENTERPRISE (PTY) LTD,,2024/085932/07,083 942 0609,,Mevane AA Zele Location LIBODE 5160,LIBODE,1/7/2025,Registered!
NCRCP20965,AMAZON FINANCIAL SERVICES (PTY) LTD,,2024/087820/07,078 301 8631,,Stand No 74 Block L Zone 2 Thohoyandou 0950,Thohoyandou,1/7/2025,Registered!
NCRCP20966,HULU M FINANCIAL SERVICES (PTY) LTD,,2024/629220/07,083 946 9292,,1295 Luaname Street TSHIAWELO 1818,TSHIAWELO,1/8/2025,Registered!
NCRCP20967,MKHONZA CASH LOANS (PTY) LTD,,2022/248467/07,082 720 0231,,Unit 4 Stressa Court Cnr Claim and Korch Street Joubert Park 2001,Joubert Park,1/6/2025,Registered!
NCRCP20968,TIRO LOANS (PTY) LTD,,2024/675102/07,087 550 1823,,2184 Dudu Madisha Drive Mahwelereng Mokopane. 0626,Mokopane.,1/7/2025,Registered!
NCRCP20969,JESPERE (PTY) LTD,,2024/665767/07,087 550 1823,,911 Unit H KwaPata Edendale Pietermaritzburg 3201,Pietermaritzburg,1/7/2025,Registered!
NCRCP20970,FORTUNE FINDERS INVESTMENTS (PTY) LTD,,2016/381215/07,071 488 8899,,216 Kwazanele Breyten 2330,Breyten,12/8/2024,Registered!
NCRCP20971,BIZZACC SILVERLAKES (PTY) LTD,,2019/210788/07,  ,,292 Summerbrooke Street Silverwoods Country Estate Pretoria 0081,Pretoria,12/20/2024,Registered!
NCRCP4247,BEST EVER TRADING 549 CC,2 BLUE CHIP,2009/092661/23,051 448 4929,051 430 0212,8 Waldorf Building Elizabeth Street BLOEMFONTEIN 9301,BLOEMFONTEIN,10/14/2009,Registered!
NCRCP4268,EMPEROR FINANCIAL SERVICES (PTY) LTD,,2003/026546/07,011 783 6666,011 783 6669,"Office Tower, 11th floor Cnr Rivonia & 5th Streets SANDTON CITY 2196",SANDTON CITY,1/5/2010,Registered!
NCRCP4275,CLARICY TRADING 107 CC,CASH CONVERTERS,2008/232364/23,011 475 7879,011 475 2285,"Shop 11, Hillfox Value Centre Hendrik Potgieter Road Weltevredenpark 1715",Weltevredenpark,1/6/2010,Registered!
NCRCP4279,WUHLF EQUIPMENT (PTY) LTD,,2005/039522/07,012 548 0263,086 6152026,6 Marconi Nook Hennespark Centurion 0046,Centurion,1/11/2010,Registered!
NCRCP4286,MPHULO COM FINANCIAL SERVICES CC,,2009/129406/23,015 516 3265,015 516 3265,87 Krogh Street Kantiman Building Makhado LouisTrichrdt 0920,LouisTrichrdt,1/5/2010,Registered!
NCRCP4287,KHETHA IKAMVA CASH LOANS CC,,2001/035328/23,021 364 7764,086 689 2967,Community Tower Bonga Drive Site B KHAYELITSHA 7784,KHAYELITSHA,11/13/2009,Registered!
NCRCP4298,MERCHANT WEST (PTY) LTD,,2000/012050/07,011 305 9422,086 743 0147,"43 Ingersol Road Podium at Menlyn Lynwood Glen, Menlyn PRETORIA 0181",PRETORIA,1/6/2010,Registered!
NCRCP4299,JDSN TRADING CC,CASH CONNECTION,2009/079909/23,042 293 3623,086 587 5434,Shop 10 Eyethu Centre Cnr N2 & Seshuba Street Plettenberg Bay 6600,Plettenberg Bay,11/17/2009,Registered!
NCRCP43,SANLAM LIFE INSURANCE LIMITED,,1998/021121/06,021 947 4723,021 947 1022,2 Strand Street Bellville 7535,Bellville,11/13/2007,Registered!
NCRCP4327,MORANZA FINANCIAL SERVICES CC,,2003/051836/23,015 962 2568,015 962 2568,Office no 88. Limdev Building Mphephu Street Thohoyandou 0950,Thohoyandou,2/11/2010,Registered!
NCRCP15554,KAROO GLOBAL (PTY) LTD,,2020/141290/07,078 386 2227,,66 De Villiers Street Beaufort West 6970,Beaufort West,1/21/2022,Registered!
NCRCP15555,SIZWESETHU FINANCES (PTY) LTD,,2021/955638/07,076 214 8610,,4938 Westland Avenue WYEBANK 3610,WYEBANK,1/31/2022,Registered!
NCRCP15556,TDM FINANCE (PTY) LTD,,2021/995901/07,072 597 2381,,2973 N.U1 Mdantsane 5219,Mdantsane,1/28/2022,Registered!
NCRCP15558,UNIVERSITY OF CAPE TOWN,,N/A,021 650 2754,,"1 Lovers Walk ,Bremner Building Middle Campus Rondebosch Cape Town. 7708",Cape Town.,2/2/2022,Registered!
NCRCP15559,FINEX GUARANTEES (PTY) LTD,,2018/463466/07,010 023 1291,,"Ground Floor, Democracy Building 357 Visagie Kutlwanong Pretoria 0002",Pretoria,2/2/2022,Registered!
NCRCP15560,SENTINEL FINCO (RF) LTD,SENTINEL FINCO,2020/178948/06,021 914 9857,,"Unit 11, Canal Edge 2 Fountain Road Tyger Waterfront. 7530",Tyger Waterfront.,2/2/2022,Registered!
NCRCP15562,MOLTENO CASH LOANS CC,"JP CASH LOANS, MAHALA FINANCIAL SERVICES, NCEDO CASH LOANS",2001/021296/23,045 967 0627,,3 First Avenue Burgersdorp 9744,Burgersdorp,1/24/2022,Registered!
NCRCP15568,BLUEASSET FINANCE (PTY) LTD,,2021/903014/07,011 880 1390,,"Southdowns Office Park Block, A, Ground Floor 22 Karee Street Centurion Pretoria 0123",Pretoria,1/27/2022,Registered!
NCRCP15569,SANDRA ANTOINETTE SNYMAN,CENTRAL CAPE CREDITS,N/A,061 851 6038,,6 Hugo Pocock Street Oudtshoorn 6620,Oudtshoorn,2/1/2022,Registered!
NCRCP15571,K2021936213 (SOUTH AFRICA) (PTY) LTD,MO-NICCA FINANCE SOLUTION,2021/936213/07,065 884 2444,,886 Botshabelo Section Tladistad TEMBA 0439,TEMBA,2/3/2022,Registered!
NCRCP18779,MAS BUSINESS HOLDINGS (PTY) LTD,,2021/438554/07,078 410 5075,,848 Elias Matshivha Street Nancefield Musina 0900,Musina,1/22/2024,Registered!
NCRCP18780,HELLO FINANCE (PTY) LTD,,2013/092657/07,012 643 0281,,Centurion Gate Office Park 124 Akkerboom Street Centurion 0157,Centurion,12/14/2023,Registered!
NCRCP18781,PROFESSIONAL FINANCE SOLUTIONS (PTY) LTD,,2023/606982/07,087 266 0087,,"417 Sangro House, 9th Floor Anton Lembede Street Ntokozweni 4066",Ntokozweni,1/25/2024,Registered!
NCRCP18782,SONJA DIRKER,,N/A,018 771 1400,,Portion D Farm Kraalkop 147 IQ Potchefstroom Fochville 2515,Fochville,1/17/2024,Registered!
NCRCP18783,MNM FINANCIAL SOLUTIONS (PTY) LTD,,2023/845573/07,062 451 6823,,5488 Isikali Street Ext 29 Birch Acres Kempton Park 1620,Kempton Park,1/19/2024,Registered!
NCRCP18785,CAPITAL FAST LOAN (PTY) LTD,,2021/59760/07,081 000 7658,,879 Block GG Soshanguve SOSHANGUVE 0152,SOSHANGUVE,1/19/2024,Registered!
NCRCP18786,QUICK BUCK FINANCIAL SERVICES (PTY) LTD,,2020/815709/07,082 940 8689,,50 Quteniqua Street WHITE RIVER 1240,WHITE RIVER,1/24/2024,Registered!
NCRCP18787,QWABE MAKHEDAMA FINANCIAL SERVICES (PTY) LTD,,2022/418575/07,074 725 7793,,56 Maud Avenue Scottsville Pietermaritzburg 3201,Pietermaritzburg,1/11/2024,Registered!
NCRCP18788,LESEDI FINANCIAL SERVICE PROVIDER (PTY) LTD,,2023/875287/07,073 677 2944,,"2883 Masitadi Street Phase One Braamfischer, 1875","Braamfischer,",1/31/2024,Registered!
NCRCP18789,RAMOKWENA ENTERPRISE (PTY) LTD,,2020/449964/07,083 593 2789,,Stand No 635 Zone R Lebowakgomo 0737,Lebowakgomo,1/11/2024,Registered!
NCRCP20972,RAKANDO (PTY) LTD,,2024/250752/07,078 556 9386,,39 Cavaillon Sedge Cresent Arunda Estate Centurion 0046,Centurion,1/7/2025,Registered!
NCRCP20973,LVY TRADING (PTY) LTD,,2024/280541/07,072 926 5244,,22 Voertrekker Street Vereeniging 1939,Vereeniging,1/7/2025,Registered!
NCRCP20974,TEBOGO KHOAELE,,N/A,  ,,11284 Marole Orlando West ORLANDO 1804,ORLANDO,1/6/2025,Registered!
NCRCP20975,MASUBELELE 315 INVESTMENT HOLDINGS (PTY) LTD,CASH CRUSADERS HEBRON/MAMELODI/HAMMANSKRAAL,2012/030200/07,079 919 8974,,"Shop 81, Hebrom Mall Hebrom Road Soshanguve West Hebron 0193",Hebron,1/9/2025,Registered!
NCRCP20976,OCTAVIEW PROJECTS AND SERVICES PTY LTD,,2019/513690/07,076 157 5514,,Stand 403 Moodie Street Eendracht Leandra Mpumalanga Eendrag 2266,Eendrag,1/8/2025,Registered!
NCRCP20977,TOWER FINANCE (PTY) LTD,,2024/582727/07,078 245 0456,,56 Fairview Gardens First Street George 6530,George,1/9/2025,Registered!
NCRCP20978,RISE4U (PTY) LTD,LANGA CASH LOANS,2024/507380/07,072 685 2123,,27 Kilimanjaro Cresent Bluelake Estate Midrand. 1685,Midrand.,1/9/2025,Registered!
NCRCP20979,RAMASELA RETAIL GROUP (PTY) LTD,RAMASELA CASH LOAN,2024/244426/07,015 023 0772,,Sheldon and Prinsloo Building 25A Erasmus Street Louis Trichardt (Makhado) 0920,Louis Trichardt (Makhado),12/21/2024,Registered!
NCRCP20980,VANESSA DE LANGE PAY DAY LOANS (PTY) LTD,,2023/637646/07,079 245 6142,,106 Palamimo Street Walkerville JOHANNESBURG 2000,JOHANNESBURG,1/8/2025,Registered!
NCRCP20981,FOUNTAIN OF HOPE FINANCIAL SERVICES (PTY) LTD,,2024/476193/07,045 838 1330,,NO 3 First Falls Road Waterfall Mthatha 5100,Mthatha,1/7/2025,Registered!
NCRCP18790,3J MEDIA (PTY) LTD,,2019/066010/07,084 442 2279,,1 Alexander Avenue Kloof 3640,Kloof,1/24/2024,Registered!
NCRCP18791,FALOMAN CASH LOANS (PTY) LTD,,2023/161054/07,072 997 1874,,784 Jan Street Six Fountains Pretoria 0054,Pretoria,12/20/2023,Registered!
NCRCP18792,LIN XING (PTY) LTD,,2020/070044/07,082 666 7676,,92 JR Leeukraal Next to Total Garage Hammanskraal 0400,Hammanskraal,1/25/2024,Registered!
NCRCP18794,SESE PRODUCTS (PTY) LTD,,2021/523348/07,073 040 6823,,Benvoster Street 18 Aqua Park Tzaneen 0850,Tzaneen,1/17/2024,Registered!
NCRCP18795,VUTSAKELO (PTY) LTD,,2019/424989/07,068 238 7688,,Mphambo Village Stand No 215 MALAMULELE 0982,MALAMULELE,1/30/2024,Registered!
NCRCP18796,MASIQHAKAZENI (PTY) LTD,MONEY FRIEND CASH LOAN,2023/993446/07,021 551 1741,,Shop 3 Ned Bank Building Cnr Main Road and Worcester Street Grabouw 7160,Grabouw,1/22/2024,Registered!
NCRCP18797,ALL LANDING SOLUTIONS (PTY) LTD,,2023/122241/07,067 663 9259,,66 On High Nortons Homes Estate Rynfield BENONI 1500,BENONI,1/30/2024,Registered!
NCRCP18798,MANGKWEPA HOLDINGS (PTY) LTD,,2020/467448/07,011 568 5349,,"Stand No 100, Unit B Monsterlus Groblersdal 1057",Groblersdal,1/25/2024,Registered!
NCRCP18799,EAZYFIN (PTY) LTD,,2023/989821/07,079 954 5202,,93 Wild Avenue 31 Rivers Edge Pretoria 0181,Pretoria,1/25/2024,Registered!
NCRCP188,TCT LEISURE (PTY) LTD,THE HOLIDAY CLUB,1982/003430/07,039 688 5085,039 688 5176,Beekman House 3 Daly Street Port Shepstone 4240,Port Shepstone,4/16/2007,Registered!
NCRCP4340,MADODA CLUB FINANCES CC,,2007/242101/23,018 473 5239,,53 Burns Avenue Orkney 2619,Orkney,2/9/2010,Registered!
NCRCP4343,BASIC BLUE TRADING 547 CC,CITI FINANCE,2006/086933/23,018 462 4477,018 462 4477,17A Anderson Street New Town Klerksdorp 2571,Klerksdorp,2/9/2010,Registered!
NCRCP4349,CRITERION EQUIPMENT (PTY) LTD,,2005/022681/07,087 288 5561,,1 Wrench Road ISANDO 1600,ISANDO,2/11/2010,Registered!
NCRCP4358,AGATTU TRADING 191 (PTY) LTD,,2009/005838/07,021 915 3300,086 500 6999,Fedgroup Place Willie Van Schoor Avenue BELLVILLE 7535,BELLVILLE,2/9/2010,Registered!
NCRCP4372,CHAKA DEVELOPMENTS AND PROJECTS CC,,2006/039489/23,072 561 3455,,13 Adolphus Avenue King George Park George 6530,George,2/11/2010,Registered!
NCRCP4373,SA TAXI FINANCE SOLUTIONS (RF) (PTY) LTD,,2003/029687/07,011 550 9300,,179-15th Road Randjespark MIDRAND 1685,MIDRAND,2/16/2010,Registered!
NCRCP438,JOOSUBS INTERIORS (PTY) LTD,JOOSUBS HYPERSTORE,1980/070142/07,018 381 0430,018 381 8551,"Shop 1, The Plaza Nelson Mandela Drive Mafikeng 2745",Mafikeng,7/5/2007,Registered!
NCRCP4382,MARLOU DEBT COLLECTION CC,GOLDSTONE,2005/015068/23,014 736 5409,014 736 5409,Corckery Road Stand 642 BELABELA 0481,BELABELA,2/12/2010,Registered!
NCRCP4390,EXXARO PROVIDENT FUND,,PF12/15/37117,012 683 3580,,Lords Office Estate 276 West Avenue CENTURION 0157,CENTURION,2/9/2010,Registered!
NCRCP4394,LUCK TREES CASH LOANS CC,,2009/179474/23,079 796 4401,,118 Glen Graden Harris Avenue Eden Geln EDENVALE 1609,EDENVALE,2/23/2010,Registered!
NCRCP15575,CREDIT POWER (PTY) LTD,,2021/802932/07,083 408 0820,,2nd Floor West Tower Nelson Mandela Square Maude Street Sandton JOHANNESBURG 2000,JOHANNESBURG,2/3/2022,Registered!
NCRCP15580,NOKUTHULA AFRICA GROUP (PTY) LTD,,2016/069419/07,078 762 2245,,20196 Vryburg Road Makhubung Mahikeng 2745,Mahikeng,2/3/2022,Registered!
NCRCP15589,KASTELO (PTY) LTD,,2020/163836/07,083 731 1536,,Watershed 17 Dock Road Victoria Alfred Waterfront Waterfront 8002,Waterfront,2/8/2022,Registered!
NCRCP1559,ITHALA SOC LTD,,2001/007427/30,031 366 2619,031 366 2664,"15 th Floor, Delta Towers 303 Dr Pixley Kaseme Street (West Street) Durban 4000",Durban,7/5/2007,Registered!
NCRCP15593,AGRI HARVEST INVESTMENTS (RF) LTD,,2021/801641/06,011 282 4086,,4 Merchant Place Fredman Drive and Rivonia Road Sandton 2196,Sandton,2/4/2022,Registered!
NCRCP15594,MANGWENI TRADINGS (PTY) LTD,,2015/057944/07,072 528 3061,,2951 Extension 13 LESLIE 2265,LESLIE,2/8/2022,Registered!
NCRCP15598,AMA HOLDING GROUP CASH LOAN (PTY) LTD,AMA LOUNGE TRADING,2021/456724/07,082 407 7667,,63 Parkwood Street Chrissiesmeer Ermelo 2350,Ermelo,2/9/2022,Registered!
NCRCP15599,IMN ENTERPRISE (PTY) LTD,,2020/693996/07,065 541 4095,,845 Cuba Street Cedarville 4720,Cedarville,2/10/2022,Registered!
NCRCP156,SUPFIN SERVICES (PTY) LTD,,2019/132790/07,057 352 1130,057 352 2228,"Room 102A, Phakisa House c/o Ryk & Heeren Street Welkom 9459",Welkom,4/16/2007,Registered!
NCRCP1560,MEC DIRECT (PTY) LTD,POSH FINANCIAL SERVICES,2007/009569/07,012 320 5625,086 543 3833,"286 Pretorius Str, 303 Central Towers Pretoria CBD 0001",Pretoria CBD,8/14/2007,Registered!
NCRCP18801,FAMILY TREE HOLDINGS (PTY) LTD,,2021/343189/07,082 572 0314,,26 Tecoma Place Country View Midrand 1685,Midrand,1/29/2024,Registered!
NCRCP18802,IMALI - WISE (PTY) LTD,IMALI - WISE MOGWASE,2023/175580/07,072 398 1330,,1 Marie Street Brits 0250,Brits,2/2/2024,Registered!
NCRCP18803,OSSB TRADING ENTERPRISE (PTY) LTD,,2020/791168/07,083 947 4293,,623 Kgomo Street Ipelegeng SCHWEIZER-RENEKE 2780,SCHWEIZER-RENEKE,1/31/2024,Registered!
NCRCP18807,XHEGWANE SOKZA TRADING (PTY) LTD,,2016/531866/07,062 408 0748,,08 Stallion Road Cinderella Park Pietermaritzburg 3201,Pietermaritzburg,1/10/2024,Registered!
NCRCP18808,SAVA TECHNOLOGIES (PTY) LTD,SAVA,2022/301994/07,079 942 5095,,"3 Alice Lane, 4th Floor Sandton, 2191","Sandton,",1/24/2024,Registered!
NCRCP18809,MATILANE JKB HOLDINGS (PTY) LTD,,2023/131397/07,060 915 1571,,17 Batavier Street Phalaborwa 1389,Phalaborwa,1/16/2024,Registered!
NCRCP18810,MRGC FINANCE (PTY) LTD,POWER FINANCE SA,2023/961171/07,072 087 4519,,Shop No 9 Old Mutual Building Thohoyandou 0950,Thohoyandou,1/29/2024,Registered!
NCRCP18811,ECOLOANS (PTY) LTD,,2023/848161/07,065 814 9720,,4533 Ext 7 East Klerksdorp JOUBERTON 2574,JOUBERTON,1/29/2024,Registered!
NCRCP18812,CAPITAL PAWN CC,,2008/089626/23,011 440 7881,,2 Berkswell Road Gresswold 2090,Gresswold,1/30/2024,Registered!
NCRCP18813,OPEX EFT (PTY) LTD,,2023/814399/07,071 355 8801,,11 Francolin Road Port Alfred 6170,Port Alfred,1/30/2024,Registered!
NCRCP20982,VEGTERS (PTY) LTD,PROTEA CASH LOANS,2024/636970/07,078 519 9485,,12 Campbell Street Shop 2 Barkly West 8375,Barkly West,1/10/2025,Registered!
NCRCP20983,SRSF MANAGEMENT CONSULTANTS (PTY) LTD,SRSF FINANCE,2017/118824/07,084 473 3272,,"Block C, Eagle Canyon Office Park Cnr Christian De Wet and Dolfyn Street Roodepoort 1724",Roodepoort,1/9/2025,Registered!
NCRCP20984,EXCEL FINANCE (PTY) LTD,,2023/123695/07,078 260 7794,,K750 Nkonjane Road Kwamashu 4360,Kwamashu,1/8/2025,Registered!
NCRCP20985,WURK (PTY) LTD,,2016/276636/07,011 568 5349,,Willow Wood Office Park Cnr 3rd Avenue & Cedar Road Broadacres SANDTON 2196,SANDTON,1/7/2025,Registered!
NCRCP20986,FRASER L.T (PTY) LTD,FRASERS PAWNSHOP,2012/094785/07,071 972 1257,,36 Vallombrosa Street Roodewal BLOEMFONTEIN 9301,BLOEMFONTEIN,1/8/2025,Registered!
NCRCP20987,SAMEG FINANCES (PTY) LTD,,2024/691470/07,071 945 1086,,93108120 Steet Emgidweni KWA-MASHU 4359,KWA-MASHU,1/7/2025,Registered!
NCRCP20988,CASLIN ONLINE CASH LOANS (PTY) LTD,,2024/702138/07,078 249 9023,,5671 Mokhele Street Ratanda HEIDELBERG 1441,HEIDELBERG,1/8/2025,Registered!
NCRCP20989,ON INVESTMENT AND PROJECTS (PTY) LTD,,2023/227778/07,011 568 5349,,130 President Steyn Street Bersig Bethlehem 9701,Bethlehem,12/12/2024,Registered!
NCRCP2099,TSHWANE UNIVERSITY OF TECHNOLOGY,TUT,N/A,012 382 5503,086 667 7977,State Artillery Road PRETORIA WEST 0183,PRETORIA WEST,10/3/2007,Registered!
NCRCP20990,FLEXICREDIT (PTY) LTD,,2024/552241/07,083 339 8977,,"9 Linroy Street Shop no 2, Steeldale Mall Johannesburg 2000",Johannesburg,1/13/2025,Registered!
NCRCP15601,HV2 ENTERPRISE (PTY) LTD,HV2 FINANCIAL SOLUTION,2020/569460/07,071 265 9462,,House No 2736 Ackson Malatjie Building Namakgale 1391,Namakgale,2/9/2022,Registered!
NCRCP15602,DUAL CAPITAL FINANCIAL SERVICES (PTY) LTD,,2021/459465/07,012 065 4369,,660 Norman Eaton Avenue Philip Nel Park PRETORIA WEST 0183,PRETORIA WEST,2/10/2022,Registered!
NCRCP15605,YAZISI SOLUTIONS (PTY) LTD,,2017/354440/07,062 138 8164,,8 Noelle Place Everton Gillitts (Natal) 3603,Gillitts (Natal),2/10/2022,Registered!
NCRCP1561,GERRIE'S CASH LOANS CC,,1999/030490/23,028 514 1499,028 514 1499,Nelsons Street 12 Swellendam 6740,Swellendam,6/11/2007,Registered!
NCRCP15610,ZIDLELE KHAYA NATHI (PTY) LTD,,2021/794441/07,078 273 2066,,1300 Lister Farm MADADENI 2951,MADADENI,2/9/2022,Registered!
NCRCP15612,GOOD MORNING INVESTMENT GROUP (PTY) LTD,,2015/082505/07,078 953 6441,,510 De Kock Street Sunnyside Pretoria 0002,Pretoria,2/9/2022,Registered!
NCRCP15616,TSAPUTE BUSINESS PROJECTS (PTY) LTD,,2018/010383/07,076 276 4867,,60199 Zakheni Kwa-Mhlanga 1022,Kwa-Mhlanga,2/11/2022,Registered!
NCRCP15618,SKYVIEW FINANCIAL SERVICES (PTY) LTD,,2017/515630/07,045 838 1330,,Mayekiso Shopping Complex King Street Butterworth 4960,Butterworth,2/10/2022,Registered!
NCRCP1562,LEEN NOOD BELEGGINGS BK,CASHFIN,1999/014039/23,053 927 2261,053 927 2692,46 de Kock Street Vryburg 8601,Vryburg,5/31/2007,Registered!
NCRCP15620,ALBOR-ZERAH (PTY) LTD,,2014/036070/07,076 116 2364,,Stand No 4476 Seringa Street The Heads Lydenburg 1120,Lydenburg,2/14/2022,Registered!
NCRCP4397,TSHIDISO BUSINESS ENTERPRISES CC,,2003/017349/23,015 295 4383,,111 Old NBS Building Polokwane 0699,Polokwane,2/9/2010,Registered!
NCRCP4407,CAPITAL HARVEST (PTY) LTD,,2004/029935/07,021 886 7030,,18 Papegaai street Stellenbosch 7600,Stellenbosch,2/25/2010,Registered!
NCRCP4408,MAYACODE (PTY) LTD,MAYACODE(PTY)LTD,2009/017295/07,057 352 4791,086 273 1664,193 Cornelis Street Fairland Johannesburg 2195,Johannesburg,3/18/2010,Registered!
NCRCP4416,MAKAPILE TRADING CC,CASH CRUSADERS BURGERSFORT,2008/236124/23,013 231 8554,,34 Dirk Winterbauch Street Burgersfort 1150,Burgersfort,2/20/2010,Registered!
NCRCP4419,CASHCRU INVESTMENTS CC,CASH CRUSADERS VERULAM,2009/156794/23,031 500 8022,086 575 3067,"Shop 14, 15 City Centre 69 Wick Street Verulam 4340",Verulam,11/12/2009,Registered!
NCRCP4435,TEBFIN (PTY) LTD,,2006/015762/07,011 301 3826,,Block F Morniningside Close Office Park 222 Rivonia Road Johannesburg 2157,Johannesburg,4/9/2010,Registered!
NCRCP4439,TLAGADI CASH LOANS AND TRANSPORT SERVICES CC,TLAGADI CASH LOANS,2009/159694/23,013 235 4936,,Rolina Building Kantoor Str Lydenburg 1120,Lydenburg,2/11/2010,Registered!
NCRCP4442,LAVASCO TRADING 90 CC,ESSENTIAL FINANCE,2008/078430/23,074 359 1371,015 781 2930,T8 Trust Building Tambotie Street Phalaborwa 1390,Phalaborwa,3/2/2010,Registered!
NCRCP4447,AUTUMN SKIES TRADING 316 CC,BELHAR CASH CRUSADERS,2007/035228/23,021 952 6028,021 952 6056,"Shop 40,Airport Shooping Centre Cnr Steelenbosch Arterial & Bezhar Drive Bezhar 7400",Bezhar,4/13/2010,Registered!
NCRCP4455,M J ROELOFSE VERSPREIDERS CC,DIE HUISVRIEND MOSSELBAAI,2008/195393/23,044 690 4222,044 690 4223,32 Danie De Jager Street Linkside MOSSELBAAI 6500,MOSSELBAAI,4/15/2010,Registered!
NCRCP15622,FINCREDIT (PTY) LTD,,2020/892887/07,010 026 0137,,"Cresta Junction, Block B, Second floor Suite, 207 & 208, Cnr Beyers Naude Drive & Judges Cresta Randburg 2194",Randburg,2/14/2022,Registered!
NCRCP15624,LOANEX (PTY) LTD,,2021/160968/07,073 507 4240,,Flat 205 Waverly Court Commissioner Street BOKSBURG 1459,BOKSBURG,2/16/2022,Registered!
NCRCP15625,HASHTAG FINANCIAL SOLUTIONS (PTY) LTD,,2021/892673/07,082 542 8550,,25 Tritonia Avenue Bellville 7535,Bellville,2/16/2022,Registered!
NCRCP15627,NTHABITUMATO (PTY) LTD,,2017/029078/07,076 462 1229,,Stand No 15A Zone 1D Tafelkop Groblerdal 0474,Groblerdal,2/16/2022,Registered!
NCRCP15630,ALBTAK HOLDINGS (PTY) LTD,,2018/416184/07,  ,015 962 2524,817 Umliba Street Soshanguve xx Pretoria. 0152,Pretoria.,2/16/2022,Registered!
NCRCP15632,PPP FINANCIAL SERVICES (PTY) LTD,,2020/486146/07,015 307 1619,,House 1443 Parktown Section Gakgapane 0838,Gakgapane,2/18/2022,Registered!
NCRCP15633,REATLEGILE ACCOUNTING SERVICES (PTY) LTD,REA CASH ADVANCE,2019/168460/07,015 004 0414,,"Office No 22, CRS Mall Building 04 Skirving Street Tzaneen 0850",Tzaneen,2/17/2022,Registered!
NCRCP15634,PROTEA FINANCIAL SOLUTIONS (PTY) LTD,,2021/999117/07,033 394 9632,,43 Columbine Road Glen Anil DURBAN-NOORD 4051,DURBAN-NOORD,2/16/2022,Registered!
NCRCP15637,THE KHOSHOLO COMPANY (PTY) LTD,,2021/749673/07,073 020 3392,,34 Jade Street Carletonville 2499,Carletonville,2/14/2022,Registered!
NCRCP15638,SIZABANTU MS MASHONISA (PTY) LTD,,2021/662713/07,079 564 1649,,193 Nganga Warburton 2333,Warburton,2/17/2022,Registered!
NCRCP18814,WEI YI (PTY) LTD,,2023/259843/07,011 791 2349,086 4510 157,7 Calderwood Street Queenstown 5319,Queenstown,1/29/2024,Registered!
NCRCP18815,MAJOALE CASH LOAN (PTY) LTD,,2023/185126/07,076 315 3772,,7791A Mawela Street Phuthaditjhaba 9866,Phuthaditjhaba,2/6/2024,Registered!
NCRCP18816,QNM FINANCING (PTY) LTD,,2023/162532/07,039 200 0015,,32 Murray Street Kokstad 4700,Kokstad,1/11/2024,Registered!
NCRCP18817,DAKALO ARISE GENERAL TRADING (PTY) LTD,,2019/156251/07,082 223 2875,,Stand No 97 Makulela Village Tshisaulu Shayandima 0945,Shayandima,1/29/2024,Registered!
NCRCP18818,GOODS 4 CASH (PTY) LTD,,2023/887828/07,066 512 7673,,Block C 5 The Old Tannery WELLINGTON 7655,WELLINGTON,2/5/2024,Registered!
