NCR Registration No,Full Name,Trading Name,Legal Registration No,Phone,Fax,Physical Address,Town,Final Registration Date,Status
NCRCP4565,IMMACULATE SOLAR FINANCIAL SOLUTIONS (PTY) LTD,,2009/013061/07,011 958 1244,086 698 1359,"Suite 3, Block 2,Ruimsig Office Estate Hole in One Streets Roodepoort 1732",Roodepoort,,
NCRCP4567,BDT TRADING 01 CC,CASH CRUSADERS PAROW,1998/044686/23,021 787 9800,021 709 0495,"Shop 30A, Parow Shopping Centre Voortrekker Road PAROW 7501",PAROW,,
NCRCP4570,BART'S FOUNDATION DEVELOPMENTS (PTY) LTD,,2006/010318/07,044 874 0428,044 873 2694,699 Pierneef Street Deerness Pretoria 0084,Pretoria,,
NCRCP4799,UNIPLATE GROUP PROVIDENT FUND,,N/A,011 305 2350,011 305 2550,89 Bute Lane Sanddown Sandown 2031,Sandown,,
NCRCP48,ELLERINE PERSONAL FINANCE (PTY) LTD,,1999/002317/07,011 607 1212,011 607 1402,"Gillooly's View Office Park, Block E Osborne Lane BEDFORDVIEW 2007",BEDFORDVIEW,,
NCRCP4801,JOHANNES LODEWIKUS POTGIETER,NKADIMENG FINANCE,N/A,015 516 5490,015 516 5490,66A Leeu Street Louis Trichardt (Makhado) 0920,Louis Trichardt (Makhado),,
NCRCP4807,STEPHANUS CORNELIUS AND CATHARINA BEATRIX VAN HEERDEN TRADING IN PARTNERSHIP,,N/A,045 942 1058,,28 van Zyl Street DORDRECHT 5435,DORDRECHT,,
NCRCP4808,MOSO DEVELOPMENTS CC,,2002/098024/23,053 474 0136,053 474 0136,Shop B T & M Hardware 5 jan Smuts Street Hartswater 8570,Hartswater,,
NCRCP4810,DANIEL BOSMAN,,N/A,082 892 1517,086 504 4021,38 Jollify Ring Mooikloof 0059,Mooikloof,,
NCRCP4815,EL GONDOR TRADING 304 (PTY) LTD,,2009/013887/07,086 111 2754,,10 Wattle Street Vanderbijlpark 1911,Vanderbijlpark,,
NCRCP4817,BOFELO BA SECHABA TRADING CC,,2008/071726/23,012 386 3189,012 386 3189,227 Ferris Street Danville Pretoria 0183,Pretoria,,
NCRCP482,COENOE 044 CC,CASH CORNER,2003/014440/23,058 303 0003,058 303 0003,"Nedbank Building, 3rd Floor, Room 312 17 President Boshoff Street Bethlehem 9700",Bethlehem,,
NCRCP4826,MAXXIS TYRES SOUTH AFRICA (PTY) LTD,,2006/023646/07,011 314 2428,011 314 2279,Corporate Park South Barracuda Unit B 82 Lechne Street RANDJESFONTEIN 1683,RANDJESFONTEIN,,
NCRCP5270,SAFARI AND TOURISM INSURANCE BROKERS (PTY) LTD,SATIB RISK SOLUTIONS,1996/017839/07,031 562 1880,031 562 1886,13 Gratham Office Park Keynsham Road Somerset Park Umhlanga Rocks 4320,Umhlanga Rocks,,
NCRCP5272,SEA BREEZE FINANCE (PTY) LTD,XANADO TRADE OR INVEST 181 (PTY) LTD,2010/007786/07,086 111 2754,086 583 6041,Klapperhout Avenue 11 NORTHERN PROVICE 0480,NORTHERN PROVICE,,
NCRCP5279,STRIVING MIND TRADING 1093 CC,UBUNTU FINANCIAL SERVICES,2011/011720/23,013 243 2234,013 243 2234,Bhimy Damane Street Shop No9 Middelburg 1050,Middelburg,,
NCRCP528,AMRAK SERVICE STATION CC,ROUNDABOUT MOTORS,2003/050939/23,021 704 0670,021 704 0671,Old Strandfontein Road Wetton 7780,Wetton,,
NCRCP5280,CARDISCORE INVESTMENTS (PTY) LTD,,2011/008047/07,012 548 0346,086 664 8765,871 Taren Taal Street Featherbrook Estate KRUGERSDORP 1739,KRUGERSDORP,,
NCRCP5282,T S N CASH LOAN CC,,2004/007163/23,082 352 4805,,Stand 10266 Tokoloho Tumahole Parys 9585,Parys,,
NCRCP5285,SILWER DREAM INVESTMENTS (PTY) LTD,,2010/007408/07,086 111 2754,086 583 6041,1086 Seeleeu Street Pretorius Park Garsfontein 0042,Garsfontein,,
NCRCP529,GARTH AYLIFF GALBRAITH,PINECARS AND TRUCKS,N/A,031 701 7980,031 702 5000,26 Mnini Road Kloof 3610,Kloof,,
NCRCP5292,EXCELLERATE HOLDINGS LTD,,1997/009884/06,011 523 2980,011 523 2990,1st Floor Athol Square Cnr Katherine & weird Road East SANDTON CITY 2196,SANDTON CITY,,
NCRCP5300,EVOLUTION CASHFLOWS (RF) (PTY) (LTD),,2006/037707/07,043 702 4600,086 621 8408,11 Reese Street Quianey East London 5241,East London,,
NCRCP4571,CAPESPAN CAPITAL (PTY) LTD,CAPITAL HARVEST,2008/004356/07,021 886 7030,021 886 7036,18 Papegaaistreet Stellenbosch Stellenbosch 7600,Stellenbosch,,
NCRCP4582,THEPA TRADING 647 CC,DANIQWA FINANCE,2010/007823/23,051 436 8822,051 436 8822,Monaco 6 David Botha Crescent Heuwelsig. 9301,Heuwelsig.,,
NCRCP4585,CASHVEST 70 CC,,2008/008535/23,053 313 2064,086 618 0784,Plaas Spesbona Louisvale Upington 8800,Upington,,
NCRCP4587,ATS GLOBAL TRAVEL (PTY) LTD,SATC ALL TRAVEL SERVICES,1998/003727/07,011 918 4680,011 918 4681,37 Lakefield Ave Lakefield Benoni Westwood 1477,Westwood,,
NCRCP459,LOUHEN KONSULTANTE ROSSLYN 1 CC,,1995/039097/23,012 541 0666,012 541 0666,"1 st Floor, Cape Wavecrest C\o Pepler & De Waal Streets Rosslyn Pretoria 0118",Pretoria,,
NCRCP4593,FREESTONE BRIDGING FINANCE CC,MONEY WORLD,2007/089579/23,051 430 6624,051 430 6624,President Straat 2b BLOEMFONTEIN 9301,BLOEMFONTEIN,,
NCRCP4601,CENTWISE 190 CC,BRITSTOWN KLEIN LENING,2008/124008/23,053 203 0124,053 2030 124,35 Langstraat BRITSTOWN 8782,BRITSTOWN,,
NCRCP4603,MILBLOEM 7 (PTY) LTD,LEISURE DEVELOPMENT,2004/019057/07,021 761 3093,021 761 5388,"Level 3, 155 Main Road Cape Town Wynberg 2090",Wynberg,,
NCRCP4606,KOLMAG FINANCE (PTY) LTD,,2009/014002/07,082 927 7350,086 612 7731,3 Shield Drive The Glades WAPADRAND 0050,WAPADRAND,,
NCRCP4607,EBF BUSINESS FINANCE LTD,,2000/016366/06,087 808 0106,,Acacia House Greenhill Village Office Park The Willows Tshwane 0001,Tshwane,,
NCRCP4828,SERVO TRADING CC,,2004/040161/23,011 892 4574,086 6527 918,Office 6 69 Market Street BOKSBURG 1460,BOKSBURG,,
NCRCP4833,MYNARD JACOBUS STEYN,,N/A,016 971 3813,,17 President Swart Road vaalpark. 1947,vaalpark.,,
NCRCP484,ASTRAL OPERATIONS LTD,"MEADOW, COUNTRY FAIR, EARLYBIRD, NATCHIX,ROSST ELITE, NUTEC,BAL,NUS, BIOCARE",1947/027453/06,012 990 8260,086 504 1547,"Block E, The Boardwalk Office Park 107 Haymeadow Crescent FAERIE GLEN 0043",FAERIE GLEN,,
NCRCP4843,FENLEND (PROPRIETARY) LIMITED,,1994/000698/07,011 244 8000,,The braes Office Park 193 Bryanston Drive Bryanston 2021,Bryanston,,
NCRCP4844,ZERO APPLIANCES (PTY) LTD,,1998/005452/07,010 207 1600,086 508 5040,Mission Terrace Chloorkop Ext 44 Kempton Park 1624,Kempton Park,,
NCRCP4846,W EN S BOERDERY CC,,1990/003450/23,051 853 1191,051 853 1641,Swartknoppies Bultfontein 9670,Bultfontein,,
NCRCP4851,THE SANLAM LIMITED SHARE INCENTIVE TRUST,,IT 4415/98,021 947 4922,021 947 9436,2 Strand Road BELLVILLE 7532,BELLVILLE,,
NCRCP4855,BRISEN COMMODITIES ( PTY) LTD,,1991/003261/07,012 640 1600,086 501 3304,120 River Road Lyttleton Manor X3 LYTTELTON 0157,LYTTELTON,,
NCRCP4859,XAVIER DAVID PIETER BROODRYK,MIKRO - EXBE MEUBELS,N/A,028 424 1483,028 424 2065,32 Long Street Bredasdorp 7280,Bredasdorp,,
NCRCP4865,MORTGAGE SECURED FINANCE (PTY) LTD,MSF,2009/005118/07,021 820 0833,086 610 6613,"Oxford House, 1st Floor Cnr Wellington And Oxford Street Durbanville 7550",Durbanville,,
NCRCP531,A G MOTORS CC,EAST END MOTORS,1996/014286/23,013 243 1001,013 243 5587,244 Cowen Ntuli Street Middelburg 1050,Middelburg,,
NCRCP5314,STREET TALK TRADING 141 CC,LATIF CASH & CARRY,2007/100902/23,018 642 1912,086 695 8455,No 22 Sarel cillier Street Zeerust 2865,Zeerust,,
NCRCP5315,GRUPO EC CAPE DEVELOPMENTS (PTY) LTD,,2004/034483/07,021 557 5351,021 557 5398,21 on Blaauw Blaauw Berg Road TABLE VIEW 7439,TABLE VIEW,,
NCRCP5316,FE- FINANCIAL SOLUTIONS (PTY) LTD,,2006/035626/07,012 804 5066,086 6452 6552,17 Sage Avenue Wonderboom 0182,Wonderboom,,
NCRCP5342,AGFA (PTY) LTD,,1986/002483/07,011 921 4650,011 392 2744,"Unit B1, Isando Business Park Hulley Road Isando 1600",Isando,,
NCRCP5349,ADVIDATA TRADING 663 CC,HYPERBEDDING INTERNATIONAL,2003/021234/23,013 758 1160,013 758 1577,5 Wilkens Weg Rockus Drift Mpumalanga WHITE RIVER 1240,WHITE RIVER,,
NCRCP5350,ACAPULCO TRADE AND INVEST 126 (PTY) LTD,,2009/018832/07,086 111 2754,086 583 6041,178 Eerste laan Kleinmond 7195,Kleinmond,,
NCRCP5351,FONECHOICE (PTY) LTD,,1991/005429/07,021 673 0224,021 680 8252,78 Main Road Wynberg 2090,Wynberg,,
NCRCP5352,REUBEN MUNGOMENI,THUSO CASH LOAN,N/A,079 223 3644,086 511 6769,303 Block K Portion Thohoyandou 0950,Thohoyandou,,
NCRCP5360,TRIPLE ADVANCED INVESTMENTS 43 (PTY) LTD,,2010/015511/07,086 111 2754,086 583 6041,14 A Arbroath Avenue HURLINGHAM 2070,HURLINGHAM,,
NCRCP13233,EXSA BELEGGINGS (PTY) LTD,,2007/032448/07,021 914 8280,,Cecilia Square 100 Cecilia Street Suider-Paarl 7646,Suider-Paarl,,
NCRCP13238,CAPE OF GOOD HOPE AGRICULTURAL SOCIETY,AGRI-EXPO,N/A,021 975 4440,021 975 4446,11 Queen Street Durbanville 7550,Durbanville,,
NCRCP13248,RENTWORKS FLEET (PTY) LTD,,2013/197818/07,011 549 9391,086 242 6010,Rentworks Place Turnberry Office Park 48 Grosvenor Road Bryanston 2021,Bryanston,,
NCRCP13251,CHENWU CASH LOANS STERKSPRUIT (PTY) LTD,,2019/562098/07,074 487 6797,,64 Main Street STERKSPRUIT 9762,STERKSPRUIT,,
NCRCP13259,R VAN DER BAAN FINANCIAL SERVICES CC,SUCCESS FINANCE,2001/059347/23,013 262 3512,,3 Hamman Street GROBLERSDAL 0470,GROBLERSDAL,,
NCRCP13266,ANY SIDE INVESTMENTS (PTY) LTD,,2013/222794/07,021 683 0500,021 683 0577,31 Hospitaal Street Suider-Paarl 7646,Suider-Paarl,,
NCRCP13294,KJM CAPITAL (PTY) LTD,,2013/049501/07,067 669 0250,,"1st Floor, Block B & C Metropolitan Park 8 Hillside Road Parktown JOHANNESBURG 2196",JOHANNESBURG,,
NCRCP13305,VIRGO TRUST,,IT 5028/95 (T),011 849 5084,,2A c/o Cragg and Milburn Rynfield BENONI 1501,BENONI,,
NCRCP13306,WILLCOM (PTY) LTD,,2008/029272/07,012 656 0773,,26 Charles de Gaulle Crescent The Greens Office Park Zimbali Chambers Highveld Centurion 0157,Centurion,,
NCRCP13312,D TECH FINANCE (PTY) LTD,,2003/016257/07,011 549 9391,086 242 6010,Turnberry Office Park 48 Grosvenor Road Bryanston 2021,Bryanston,,
NCRCP4617,TALISMAN PLANT AND TOOL HIRE PHALABORWA CC,,2005/130365/23,086 180 8080,012 543 3882,14 Mansvelt Street Phalaborwa 1390,Phalaborwa,,
NCRCP4618,TALISMAN PLANT AND TOOL HIRE TUBATSE (PTY) LTD,,2002/016566/07,012 543 3884,012 543 3882,23 Bergsering Street Steelpoort Ext 3 STEELPOORT 1133,STEELPOORT,,
NCRCP4619,TALISMAN PLANT AND TOOL HIRE WONDERBOOM CC,,2002/044520/23,012 543 3884,012 543 3882,Stand 87 Linvelt Road Wonderboom 0182,Wonderboom,,
NCRCP4635,CASH GALORE CC,,2010/054685/23,044 923 1549,044 923 1549,41 Knysna Street Willowmore 6445,Willowmore,,
NCRCP4643,OLD MUTUAL FINANCE HOUSE 1 (PTY) LTD,,2010/000725/07,021 504 4855,,Mutual Park Jan Smuts Drive Pinelands. 7405,Pinelands.,,
NCRCP4648,STEPHEN FRANCIS FEW,,N/A,014 573 3554,014 573 3554,Farm Zwaarverdiend Boshoek 0301,Boshoek,,
NCRCP4654,MARIA GETRUIDA VAN DER WATH,PTP CASH LOANS,N/A,054 332 2887,054 332 2887,71 Mark Street Multiprof Sentrum Upington 8801,Upington,,
NCRCP4656,MARBLESHARP 153 (PTY) LTD,SMALL STOCK,2009/023767/07,021 425 2288,021 421 6191,28th Floor No1 Thibault Square Lower Long Cape Town 8000,Cape Town,,
NCRCP4658,TONY & DALE KAIRON FEASEY TRADING IN PARTNERSHIP,,N/A,031 785 2165,031 785 2195,"Kingthorpe Estate, Lion Park Road Camperdown District Pietermarizburg Pietermaritzburg 3201",Pietermaritzburg,,
NCRCP4659,GARY ANTHONY HIGHCOCK,GALAFIN FINANCIAL SERVICES,N/A,039 311 2230,039 311 2230,3 Windsor Building Marine Drive MARGATE 4275,MARGATE,,
NCRCP487,JOHAN PETRO VAN ZYL,DIE HUISVRIEND KUILSRIVIER,N/A,021 933 4087,021 933 4096,Markstraat 161 Parow 7499,Parow,,
NCRCP4877,CHRISTIAAN LODEWYK WENTZEL,,N/A,021 552 1780,086 545 6326,6 Suster Street LICHTENBURG 2740,LICHTENBURG,,
NCRCP4878,SAFE SOUTH AFRICAN FRUIT EXPORTERS (PTY) LTD,SAFE,1997/005986/07,021 657 4019,086 508 4488,"Block L, Greenford Office Estate Panters Way KENILWORTH PARK 7708",KENILWORTH PARK,,
NCRCP4889,ANGLO AMERICAN ZIMELE COMMUNITY FUND (PTY) LTD,,2006/019463/07,011 286 6900,086 685 6123,44 Main Street Marshalltown Marshaltown 2107,Marshaltown,,
NCRCP4895,MALOKA LENDERS CC,,2009/152174/23,051 821 2298,051 821 2298,555 Ncazela Street Marantha Location Brandfort 9400,Brandfort,,
NCRCP4904,MITYME TRADING ENTERPRISE CC,,2009/099201/23,033 345 6880,086 543 3700,374 Greyling Street Pietermaritzburg 3201,Pietermaritzburg,,
NCRCP4907,BRODSKY TRADING 348 (PTY) LTD,,2009/013846/07,082 882 8506,,25 Lavender Street Boardwalk Manor FAERIE GLEN 0043,FAERIE GLEN,,
NCRCP4909,LIXA MLATHA,LIX LOAN CONSULTANCY,N/A,047 401 2430,047 491 0195,3 Qolora Close Ext 7 BUTTERWORTH 4960,BUTTERWORTH,,
NCRCP4914,NYENGEDZENI TRADING AND PROJECT CC,,2007/179873/23,012 328 7547,012 328 7547,324 Block DD SOSHANGUVE 0152,SOSHANGUVE,,
NCRCP493,SWAN CRAFT CASH LOANS CC,,2005/074744/23,049 892 2218,086 756 0345,9 Te Water Street GRAAFF-REINET 6280,GRAAFF-REINET,,
NCRCP5373,IMBRIMATE CC,,2010/107664/23,  ,086 664 8765,992 Fredenharry Road Strubenvallei Roodepoort 1735,Roodepoort,,
NCRCP5374,BLACKBIRD TRADING 242 (PTY) LTD,Black Bird Group,2011/008277/07,021 815 4555,086 564 6458,"Tyger Centre, 6th Floor 16 Voortrekker Street BELLVILLE 7530",BELLVILLE,,
NCRCP5384,SEBASA CASH LOAN CC,,2008/018663/23,015 293 6248,,Stand No 9 Nyakelane Ramokgopa 0811,Ramokgopa,,
NCRCP5387,PRINRO BUILDING AND STEEL MERCHANTS (PTY) LTD,,1996/010363/07,022 715 1426,022 713 4444,33 Proses Street Vredenburg 7380,Vredenburg,,
NCRCP5392,SEA SHADOW TRADE AND INVEST 163 (PTY) LTD,,2010/007797/07,083 414 0097,,1042 Watervoor Drive Louwlardia Ext Ext 48 Centurion 0157,Centurion,,
NCRCP5393,MICROFIN CASH LOANS CC,MICROFIN,2003/109566/23,057 212 8662,057 212 8662,21 Herdenking Street Virginia 9430,Virginia,,
NCRCP5394,BATOPELE'S FINANCIAL SERVICES AND LOANS CC,,2009/083045/23,028 713 1412,086 586 2306,"8 C Dickson Street Riversdale, Riversdale 6670",Riversdale,,
NCRCP5397,SCHAEFFER TECHNOLOGIES TRUST,,IT 2203/2000,051 447 3374,051 447 2500,77 Kellner Street Westdene BLOEMFONTEIN 9301,BLOEMFONTEIN,,
NCRCP54,ELLERINE CREDIT FINANCE (PTY) LTD,,1997/013931/07,011 607 1212,011 607 1402,"Gillooly's View Office Park, Block E Osborne Lane BEDFORDVIEW 2007",BEDFORDVIEW,,
NCRCP5413,MULAMU TECHNICAL SERVICES CC,MULAMU CASH LOANS,2007/044351/23,082 899 5247,086 546 3410,74 Block G Thohoyandou 0950,Thohoyandou,,
NCRCP1334,NEWINVEST 239 (PTY) LTD,CASH CRUSADERS - WITBANK,2001/017445/07,021 870 1074,,"Shop 3 c, Witbank Sanlam Forum Cnr President & Arras Street Witbank 1035",Witbank,,
NCRCP13348,CASH CRUSADERS PRIMROSE (PTY) LTD,,2019/368732/07,021 787 9843,,"Shop 7B, Primrose Square Shopping Centre Cnr Shamrock and Churchill Street Primrose Germiston 1401",Germiston,,
NCRCP1335,ABUTI FINANCE CC,,2001/059347/23,013 262 5455,013 262 4127,23a Panorama Centre 4 Church Street MIDDELBURG 1050,MIDDELBURG,,
NCRCP1336,TRANSNET LTD,"NATIONAL PORTS AUTHORITY, SPOORNET, PETRONET, TRANSWERK, PROTEKON, TRANSNET HOUSING",1990/000900/06,011 308 3000,011 308 2638,"Carlton Centre, 47th Floor 150 Commissioner Street Johannesburg 2001",Johannesburg,,
NCRCP13365,DECHABILE SERVICES (PTY) LTD,,2017/279421/07,083 218 0367,,11100 Snake Park Maokeng Kroonstad 9500,Kroonstad,,
NCRCP1338,STANDARD FINANCIAL MARKETS (PTY) LTD,"ADVISORY SERVICES, ONLINE SHARE TRADING",1972/008305/07,011 378 7984,011 631 0825,3rd Floor 3 Simmonds Street Johannesburg 2001,Johannesburg,,
NCRCP13380,EERSTE RIVIER BUDGET (PTY) LTD,,2019/518154/07,082 820 8723,,23 Plein Street Eerste Rivier Shopping Centre Eerste Rivier 7100,Eerste Rivier,,
NCRCP13384,BARB INVESTMENTS (PTY) LTD,,2019/258219/07,083 550 6638,,"Suite 3, Woodmead Office Park 4 Bridle Close Woodmead Sandton 2157",Sandton,,
NCRCP13389,MARIA ELIZABETH OCHSE,,N/A,082 552 2522,,15 Gideon Scheepers Street JAN KEMPDORP 8550,JAN KEMPDORP,,
NCRCP13397,CASH CRUSADERS WALMER (PTY) LTD,,2019/544326/07,021 787 8900,,"Shop No 2, The Avenues Shopping Centre Heugh Road Walmer PORT ELIZABETH 6070",PORT ELIZABETH,,
NCRCP4663,ISISELE RURAL DEVELOPMENT FINANCE AND PROJECTS CC,,2009/029251/23,012 319 6732,086 613 2628,43 Hendrik Hortsmanshof Avenue Philip Nel Park Pretoria West 0183,Pretoria West,,
NCRCP4673,PLANET FUNERALS CC,,2001/03783/23,017 632 2939,017 632 4225,8 Kevin Street Evander 2280,Evander,,
NCRCP4678,USHA'S CASH LOANS CC,,2010/090478/23,083 371 8104,,73 Harding Street ESTCOURT 3310,ESTCOURT,,
NCRCP4680,MAHLOMULA FINANCIAL SERVICES CC,,2010/091406/23,015 293 0094,086 552 7374,21 Witkip Street Tropicana No4 Ladanna Polokwane 0699,Polokwane,,
NCRCP4687,OSWALD BOTES VOERKRALE CC,,1990/031291/23,053 444 1886,053 444 1317,the Farm Niekerskuil Hoopstad 9479,Hoopstad,,
NCRCP469,OVERSTRAND CASH LOANS CC,HERMANUS CASH LOANS,2003/065825/23,028 313 1231,,8 Myrtle Road Hermanus 7200,Hermanus,,
NCRCP470,SPRINGSWEG NIGEL EIENDOMME (EDMS) BPK,"NIGEL AUTO CITY, SPRINGS AUTO CITY, HEIDELBERG AUTO CITY",1983/008821/07,011 814 8300,011 814 6473,76 Springs Road Nigel 1491,Nigel,,
NCRCP471,BELLA BELEGGINGS (EDMS) BPK,"BUDGET CASH, MILOC",2002/027176/07,013 752 5855,013 752 7227,38 Nel Street Sonheuwel Nelspruit 1200,Nelspruit,,
NCRCP4718,THYS JACOBSZ STUDIEFONDS STIGTING,THYS JACOBSZ,N/A,012 347 7472,086 605 7256,Castlewalk Corporatepark Block A Cnr Nossob & Swakop Streets ERASMUSKLOOF 0048,ERASMUSKLOOF,,
NCRCP4722,EZ4ULOANS (PTY) LTD,,2009/011312/07,086 111 2754,086 583 6041,1s Lynnwood Glen 0081,Lynnwood Glen,,
NCRCP4939,PULA FINANSIELE DIENSTE CC,,2010/138751/23,054 331 3258,054 331 3258,Voortrekker Street POFADDER 8890,POFADDER,,
NCRCP4943,DURBAN HOTELS LTD,THE ROYAL HOTEL,1928/000522/06,031 310 3333,031 310 3366,267 Anton Lembede Street Durban 4001,Durban,,
NCRCP4944,LOUHEN KONSULTANTE (WORCESTER III) CC,LOUHEN KONSULTANTE,1998/020153/23,023 347 8784,086 508 3193,1 Du Toit Avenue Langerug Worcester 6850,Worcester,,
NCRCP4948,WES-VRYSTAAT LANDBOUDIENSTE CC,,1988/026847/23,051 853 1191,051 853 1641,Swartknoppies Bultfontein 9670,Bultfontein,,
NCRCP4952,F EN H CRONJE FINANSIELE DIENSTE CC,,2009/016855/23,004 199 25213,086 276 4053,16 Baird Street Uitenhage 6229,Uitenhage,,
NCRCP496,PICOTI FINANCIAL SOLUTIONS CC,PFS,1986/020647/23,011 907 3459,086 536 8797,"Shop 1 G, JS Centre 1 Fore Street Alberton 1449",Alberton,,
NCRCP4968,THINKMONEY (PTY) LTD,,2004/029728/07,083 215 8408,,"Unit 21, 2nd Floor 1 Melrose Boulevard Melrose Arch JOHANNESBURG 2196",JOHANNESBURG,,
NCRCP4969,WINDEED HOLDINGS (PTY) LTD,KORBICAPITAL,2007/033629/07,011 612 6000,011 612 6001,"1st Floor, Great Westerford 240 Main Road Rendebosch Cape Town 8001",Cape Town,,
NCRCP497,RISKFLOW MANAGEMENT SERVICES (PTY) LTD,BRIDGE - IT,1999/013745/07,011 704 0648,086 619 3573,Block 9 Northgate Office Park Ground Floor Northwold 2155,Northwold,,
NCRCP4972,KWANZA FINANSIELE DIENSTE CC,,2010/144723/23,054 331 3258,086 618 0763,10 Eleven Avenue Kakamas 8870,Kakamas,,
NCRCP5432,HANANAIH TRADING CC,CASH CRUSADERS STEELEDALE,2011/057911/23,011 613 4951,,Linroy Street Steeledale JOHANNESBURG 2197,JOHANNESBURG,,
NCRCP5435,JOHN & CONNIE GAWLER FAMILY TRUST,,IT 7645/01,012 803 9120,012 803 9438,30 Oyuklipmuur Road Equestria Equestria 0184,Equestria,,
NCRCP5436,FEDGROUP PENSION FUND,,N/A,011 100 8100,,"Hurlingham Office Park, Suite 3 , Block A 59 Woodlands Drive Hurlingham Manor SANDTON 2196",SANDTON,,
NCRCP544,JOHN B BELGROVE FURNITURE - TRADING IN PARTNERSHIP,,N/A,045 943 1199,045 943 1165,87 Grey Street Dordrecht 5435,Dordrecht,,
NCRCP5452,MORBEI TRADE AND INVEST 145 (PTY) LTD,,2010/017372/07,086 111 2754,086 583 6041,2 The Gable The Wish bone North Lynnwood 0081,Lynnwood,,
NCRCP5453,MARITZ WOLFAARDT,MAREE & BERNARD ATTORNEYS,N/A,053 444 1926,053 444 1217,Maree & Bernard Attorneys 35 Van Zyl Street Hoopstad 9479,Hoopstad,,
NCRCP5454,JENGA INVESTMENTS CC,,2003/092468/23,086 111 2754,086 583 6041,4 Crescent Road Waterkloof Ridge 0181,Waterkloof Ridge,,
NCRCP5455,TRIPLE ADVANCED INVESTMENTS 40 (PTY) LTD,,2010/016258/07,086 111 2754,086 583 6041,2 Megan Street PRETORIA 0166,PRETORIA,,
NCRCP5457,THUTO ROMEO VUKEA,Mhelembe Risk Management,N/A,082 255 3156,,"45, 8th Avenue Lambton Germiston 1401",Germiston,,
NCRCP5459,INCRED FINANCE (PTY) LTD,,2006/011022/07,011 262 2385,086 520 1513,"Pinmill Office Park, Building 2 164 Katherine Street Strathavon 2031",Strathavon,,
NCRCP134,KADET INVESTMENTS (PTY) LTD,,1967/002260/07,012 664 3118,012 664 8944,Block C Waterford Court Rabie Street Lyttelton 0157,Lyttelton,,
NCRCP13407,INTI CAPITAL INVESTMENTS (PTY) LTD,QULLQI CAPITAL,2019//612264/07,067 894 9123,,4 The View 87 Broadacres Sandton 2055,Sandton,,
NCRCP1341,CASA DA SILVA CC,CASA ITALIA,1996/037556/23,012 322 0404,012 320 4701,222 Schoeman Street Tshwane 0001,Tshwane,,
NCRCP13416,MASSMART PROVIDENT FUND,,12/8/36903,011 517 0076,,16 Peltler Drive Massmort House Sunninghill 2157,Sunninghill,,
NCRCP13417,MASSMART PENSION FUND,,12/8/36902,011 517 0076,,16 Peltier Drive Massmart House Sunninghill 2157,Sunninghill,,
NCRCP13447,TUPELOSYS INVESTMENTS (PTY) LTD,NAYLE FINANCE,2009/021010/07,011 760 6955,,268 Ontdekkers Road Horizon Ext 1 ROODEPOORT 1724,ROODEPOORT,,
NCRCP13454,REKLAKGODISA CREDIT (PTY) LTD,,2019/609361/07,053 244 0096,,1 Bree Street Kuruman 8460,Kuruman,,
NCRCP13456,PRONAY PROJECTS (PTY) LTD,,2015/185860/07,072 210 2267,,10 Carey Street Wynberg 2090,Wynberg,,
NCRCP1347,AVL FINANSIELE DIENSTE CC,NATION FINANCE,2001/044844/23,012 993 4284,086 672 0631,550 Rutgers Street Moreleta Park Pretoria 0044,Pretoria,,
NCRCP13479,MATTHEW ANDREW GERMANOS,,N/A,082 418 9097,,Unit 5 Joshua Rock 12 Moonman Place Meyersdal Ext 12 1448,Meyersdal Ext 12,,
NCRCP4723,BLACK MOON INVESTMENTS 22 CC,NEW LOANS 22,2010/063680/23,011 760 2771,011 672 9942,27 Van Wyk Street ROODEPOORT 1724,ROODEPOORT,,
NCRCP4728,SAMSON ROPES (PTY) LTD,TIGER ROPES,1998/006314/07,021 448 4978,021 447 8207,174 Voortrekker Road Factoria Krugersdorp 1740,Krugersdorp,,
NCRCP4730,HIGH POINT TRADING 375 CC,CASH CRUSADERS VAAL MALL,2004/120101/23,061 494 7762,016 428 3257,"Shop 177A, Vaal Mall Vanderbijlpark 1911",Vanderbijlpark,,
NCRCP4739,LEISURECON (PTY) LTD,,1992/003186/07,012 344 2126,012 344 1732,"Unit 3, Klein Loftus 47 Bond Street Clydesdake Pretoria 0002",Pretoria,,
NCRCP474,DAIMLER FLEET MANAGEMENT SOUTH AFRICA (PTY) LTD,,1998/014372/07,012 677 1891,,123 Wierda Road (R576/M10 West Zwartkop Centurion 0046,Centurion,,
NCRCP4740,PRAESIDIUM CAPITAL MANAGEMENT (PTY) LTD,,2003/012046/07,021 701 7132,021 701 7451,"Block G, The Terraces, Steenberg Office Park Silverwood Close, Tokai Cape town. 7945",Cape town.,,
NCRCP4741,MARICK TRUST,,IT 3324/03,012 660 3443,086 635 9717,58 Lyttelton Avenue Clubview Centurion 0046,Centurion,,
NCRCP477,VKB LANDBOU BEPERK,VKB,2011/007000/06,058 863 8203,058 863 8259,31 President CR Swart Street Reitz 9810,Reitz,,
NCRCP4773,SHELAGH MAUREEN GENDALL,,N/A,043 722 3067,043 722 4064,"1ST Floor, Sterling House 24 Glandstone EAST LONDON 5201",EAST LONDON,,
NCRCP4791,MAMPATI ANNA LEBURU,PADI CASH LOANS,N/A,057 733 2187,057 733 2187,Matuaberg 2124 Senekal 9600,Senekal,,
